,Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
618,618,1074643,,unknown,unknown,unknown,False,1,2,189,True,29.99,B, true,False,70.85,1529.0,63.99,63.75,0.1,-0.06,0.4306,318.48,111.33,1.0,0.48867284,6.4694073560000005,17.0,8,5.67,2.0,1.0,0, true
619,619,1009917,58.0,self-employed,unknown,no,False,7,8,363,True,29.99,C, false,True,47.37,561.75,51.99,0.0,0.0,1.005,0.0924,113.77,13.67,1.67,1.720348205,13.13663215,32.0,29,5.33,,,0, false
620,620,1054491,42.0,unknown,suburban,unknown,False,8,2,281,True,59.99,E, false,True,103.7,1062.5,109.99,0.0,0.0,0.89,0.0446,106.24,38.0,5.67,8.472687086,6.3028871870000005,8.33,16,0.0,,,0, false
621,621,1001689,64.0,unknown,town,unknown,False,10,1,1343,False,,D, false,True,30.1,2.0,29.99,0.0,0.0,-0.04,-0.0022,0.0,0.33,0.0,0.0,13.32467166,0.0,44,0.0,,,0, true
622,622,1062663,26.0,unknown,suburban,no,False,7,1,367,True,,E, false,True,119.75,1077.0,69.99,166.25,0.93,2.76,0.7318,322.59,34.67,0.33,1.694214876,-15.20345265,17.0,12,6.0,,,0, true
623,623,1004034,46.0,unknown,suburban,no,False,4,1,1050,True,,D, false,True,27.68,97.75,27.56,0.0,0.0,0.425,0.0462,29.95,5.33,2.33,7.11,-5.767321377999999,0.33,35,1.0,,,0, true
624,624,1038299,,unknown,unknown,unknown,False,1,2,371,True,149.99,C, true,False,351.32,3576.75,84.99,1028.0,6.56,-50.355,-4.883,1686.92,158.67,164.0,1.230392157,3.837333203,70.67,19,7.67,,,0, false
625,625,1065044,48.0,professional,town,yes,True,7,1,354,True,,B, false,True,47.4,357.0,39.99,49.0,0.0,6.26,0.8418,0.21,8.67,0.33,0.485001485,-18.35437734,2.0,12,0.0,,,0, true
626,626,1069614,,unknown,unknown,unknown,False,10,1,322,True,,G, true,False,32.39,343.25,39.99,6.25,0.1,1.735,0.05,0.0,0.0,0.0,0.0,6.5228964289999976,0.0,11,0.0,,,0, false
627,627,1003395,44.0,professional,unknown,yes,False,10,3,119,True,9.99,C, false,True,91.47,484.0,36.02,5.25,3.92,0.66,-1.0898,4.26,4.0,0.33,8.8125,12.20394713,7.0,37,4.67,,,3, true
628,628,1013160,28.0,unknown,suburban,yes,False,7,4,135,True,29.99,E, false,True,109.91,547.75,49.99,144.0,6.39,-8.635,-1.1476,124.6,49.67,16.0,1.9572484730000002,-0.261085146,11.33,26,7.0,,,0, true
629,629,1098028,,unknown,unknown,unknown,False,1,8,241,True,149.99,G, true,False,450.09,4598.75,117.52,1194.5,12.66,-44.655,-5.6884,771.1,320.33,70.0,1.598804071,-10.11323054,64.67,43,20.33,,,0, true
630,630,1090043,,unknown,unknown,unknown,False,1,1,262,True,,C, true,False,122.2,1134.25,94.99,74.5,0.0,-5.945,-0.6452,211.69,15.33,8.67,8.900638297999999,-11.33979199,7.67,9,0.67,,,0, false
631,631,1021934,50.0,professional,suburban,yes,True,10,2,670,False,29.99,B, false,True,24.17,87.75,19.99,3.0,3.01,0.285,0.01,10.61,4.67,0.0,2.203817314,-4.387744395,5.67,24,0.0,,,0, true
632,632,1094029,,unknown,unknown,unknown,False,1,1,276,True,,C, true,False,58.68,556.25,69.99,19.25,0.0,7.435,0.4422,128.14,61.33,28.0,2.93220339,-1.787310435,10.0,10,2.0,,,0, false
633,633,1098537,52.0,unknown,suburban,unknown,False,9,1,1091,False,,A, false,True,5.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.60984421,0.0,36,0.0,1.0,1.0,0, true
634,634,1042084,,clerical,unknown,no,False,8,1,466,True,,G, false,True,73.07,521.25,30.0,106.75,0.0,2.215,-0.0774,74.64,12.33,0.0,1.532123085,1.94555376,21.67,15,0.33,,,0, true
635,635,1028404,50.0,unknown,unknown,no,False,6,2,318,True,129.99,D, false,True,39.44,666.75,59.99,0.0,0.0,-2.975,0.21100000000000002,131.81,36.67,0.67,2.485550408,5.013158936,13.33,19,5.67,,,0, true
636,636,1024250,54.0,clerical,suburban,no,True,3,1,685,True,,A, false,True,10.0,0.75,10.0,0.0,0.0,-0.015,,0.0,0.0,0.0,0.0,2.368693148,0.0,23,0.0,1.0,,0, false
637,637,1078336,40.0,unknown,unknown,yes,False,5,1,214,True,,B, false,True,60.52,94.25,72.49,0.0,0.0,0.895,-0.0106,11.62,5.67,3.67,1.9417475730000002,19.95459791,0.67,7,0.0,,,0, false
638,638,1083723,52.0,self-employed,suburban,yes,True,9,1,368,True,,B, false,True,92.42,1133.5,59.99,9.75,38.28,-3.63,-0.7126,114.7,12.33,1.67,0.947920152,11.16802549,10.67,13,7.67,,,0, true
639,639,1097372,,unknown,unknown,unknown,False,1,3,140,True,129.99,E, true,False,37.16,219.0,29.49,0.25,12.32,-4.38,-0.7432,77.95,22.0,3.67,1.112282609,-26.74728021,26.0,7,2.33,,,0, false
640,640,1072937,32.0,professional,suburban,no,False,7,1,240,True,,B, false,True,45.25,235.75,47.49,0.0,5.72,1.765,0.0316,0.0,0.0,0.0,0.0,-28.52862792,0.0,8,0.0,,,0, false
641,641,1098138,,unknown,unknown,no,False,5,4,156,True,149.99,D, true,False,77.75,1175.0,84.99,2.0,0.0,0.04,0.0636,408.62,28.33,3.67,1.0634397979999999,-4.08167919,10.67,46,0.0,,,0, false
642,642,1005382,,unknown,suburban,unknown,False,1,1,1040,False,,A, true,False,32.69,30.0,30.0,0.0,2.62,0.26,-0.0088,7.08,2.67,2.33,2.72479564,-6.108667531,3.67,34,0.0,,,0, true
643,643,1034186,54.0,unknown,unknown,yes,True,10,2,407,True,149.99,D, false,True,43.07,468.75,18.14,63.5,0.0,-8.295,-1.2474,146.38,33.67,7.33,0.664522293,7.798168095,10.0,22,1.0,,,0, true
644,644,1021031,66.0,unknown,suburban,yes,True,7,1,666,False,,D, false,True,26.02,21.0,24.99,0.0,0.0,-0.34,-0.0206,0.1,0.0,0.0,2.007518797,9.842160742999999,0.33,22,0.0,,,0, false
645,645,1097498,56.0,unknown,town,no,False,4,1,185,True,,D, false,False,53.03,478.75,39.99,29.5,0.0,1.245,0.4512,65.3,6.0,0.0,2.8138235289999995,-13.38000743,15.0,7,0.0,,,0, false
646,646,1064800,,unknown,unknown,unknown,False,1,1,355,False,,C, true,False,31.23,80.5,29.99,0.0,0.0,1.77,-0.005,0.0,0.0,0.0,0.0,8.660161105,0.0,12,0.0,,,0, true
647,647,1017685,36.0,professional,suburban,yes,True,7,1,874,False,,A, false,True,30.0,59.0,30.0,0.0,0.0,-1.16,,22.68,5.33,0.33,2.389830508,-8.737258547,0.67,29,0.0,,,0, true
648,648,1008691,38.0,unknown,unknown,yes,True,8,2,62,True,29.99,D, false,True,94.95,896.5,89.67,25.25,0.0,-2.15,-0.1992,20.53,15.67,1.0,4.890081016,-1.366370048,9.0,30,4.33,,,0, false
649,649,1079531,,unknown,unknown,unknown,False,1,1,211,True,,C, true,False,45.98,290.75,44.99,0.0,10.25,-3.775,-0.2198,5.9,3.33,1.33,0.965856182,-16.68052144,6.0,7,2.67,,,0, true
650,650,1031777,54.0,professional,unknown,yes,False,10,3,25,True,99.99,E, false,True,69.64,440.25,50.0,16.5,1.16,0.135,0.0748,39.72,20.0,2.33,0.5,13.00291966,4.67,19,0.0,,,0, false
651,651,1083661,46.0,retired,town,yes,False,9,1,368,False,,A, false,True,85.29,48.0,94.99,0.0,0.0,2.74,0.0178,0.0,0.0,0.0,0.0,2.934936898,0.0,13,0.0,,,0, false
652,652,1046408,26.0,unknown,unknown,no,False,7,1,487,True,,C, false,True,37.31,204.5,47.06,0.0,0.0,0.23,0.0132,102.09,10.0,1.67,2.3287057769999997,4.01199058,5.0,16,0.67,1.0,,0, true
653,653,1042870,28.0,unknown,suburban,no,False,7,1,628,True,,E, false,False,13.25,4.75,10.0,0.0,0.0,-0.095,,0.0,0.67,0.0,2.0,14.796857800000002,0.33,21,0.0,,,1, true
654,654,1088111,44.0,unknown,unknown,yes,True,3,1,281,True,,G, false,False,41.68,308.75,40.07,0.5,0.0,1.485,0.3766,87.03,9.33,0.67,1.218221495,7.366064115,2.67,10,5.33,,,0, false
655,655,1096725,32.0,unknown,unknown,unknown,False,7,1,204,True,,E, true,False,68.43,1030.75,59.99,26.0,3.29,-2.795,-0.273,426.9,62.67,50.0,1.064048878,-4.373257647,29.33,7,7.33,,,0, false
656,656,1032035,32.0,unknown,town,no,False,6,1,628,True,,D, false,True,30.25,236.5,30.0,0.0,0.0,1.05,-0.005,52.3,9.33,4.67,3.175263158,15.27335094,4.0,21,0.0,,,0, false
657,657,1047142,46.0,professional,town,yes,True,9,1,418,True,,B, false,True,37.64,165.5,44.82,1.0,2.13,-3.23,-0.153,41.72,7.0,0.0,6.5242857139999995,9.490974522,2.0,14,0.0,,,0, true
658,658,1081025,,unknown,unknown,unknown,False,1,1,206,True,,B, true,False,35.31,883.25,44.99,0.0,0.0,3.335,-0.0064,97.81,36.0,19.67,0.42562192,-13.008540400000001,56.67,7,35.0,,,0, false
659,659,1030456,58.0,professional,town,yes,False,7,3,148,True,39.99,A, false,True,55.1,675.5,29.99,90.25,0.0,9.43,1.3284,182.63,40.33,33.33,0.396690098,8.645263975,7.33,23,0.33,,,0, false
660,660,1051514,30.0,professional,suburban,no,False,7,1,548,True,,B, false,True,35.33,332.5,39.99,11.0,0.75,2.35,-0.0474,73.82,7.67,1.33,1.672834315,11.4289871,2.0,19,0.0,,,0, true
661,661,1075609,50.0,unknown,unknown,yes,True,4,1,335,True,,D, false,True,19.99,10.25,29.99,0.0,0.0,-0.025,,3.97,1.0,0.67,1.0,-11.20455966,0.33,12,1.0,,,0, true
662,662,1004574,78.0,retired,suburban,yes,True,5,1,1014,True,,A, false,True,17.15,2.75,16.99,0.0,0.0,0.065,-0.0032,0.0,0.0,0.0,2.0,5.08705324,0.0,33,0.0,,,3, false
663,663,1091398,26.0,unknown,suburban,unknown,False,2,2,38,True,129.99,A, true,True,54.15,511.5,69.99,0.25,4.06,2.63,0.1664,83.07,10.33,1.0,2.431372549,-16.28397457,12.0,11,1.0,,,0, false
664,664,1017894,34.0,professional,suburban,unknown,False,7,4,432,True,29.99,A, true,False,60.94,93.0,59.99,0.0,0.0,1.26,0.0172,1.22,3.0,0.67,4.8325,-0.789833569,0.33,25,0.0,,,0, false
665,665,1032108,46.0,unknown,suburban,no,False,5,1,566,True,,B, false,True,73.71,1071.25,69.99,76.75,0.0,3.915,0.7616,443.37,95.67,71.0,1.2343636359999999,-11.97567934,24.67,19,3.0,,,3, false
666,666,1044605,64.0,unknown,unknown,yes,False,7,1,442,True,,B, false,True,36.52,41.75,30.0,0.0,0.0,-0.255,-0.0054,1.21,4.67,0.0,1.9978586719999998,-5.248896181,2.33,15,0.0,,,0, false
667,667,1031081,44.0,unknown,suburban,yes,False,8,1,569,True,,B, false,False,31.01,64.0,30.0,0.0,0.0,0.92,0.0194,1.45,3.67,1.33,4.311778291,21.91549222,2.0,19,0.0,,,0, true
668,668,1064222,,unknown,suburban,unknown,False,1,1,404,True,,B, true,False,95.04,1752.0,54.61,111.25,7.61,-5.1,1.1798,393.36,112.0,68.67,1.065376094,11.74138784,48.33,14,0.0,,,0, true
669,669,1030274,32.0,unknown,unknown,yes,True,8,1,634,True,,E, false,True,25.59,0.0,28.01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.09220248,0.33,21,0.0,1.0,,0, true
670,670,1057997,,unknown,unknown,unknown,False,1,1,330,True,,E, true,False,36.05,586.25,30.0,3.75,1.0,-2.845,-0.0488,178.66,35.0,0.33,0.22319963199999998,-4.313228559,17.0,11,0.67,,,3, false
671,671,1087110,40.0,unknown,rural,yes,True,10,3,68,True,149.99,E, true,False,152.72,1622.0,104.99,238.75,3.03,-8.72,-0.971,307.45,61.33,9.33,3.436708861,9.205724385,71.33,6,7.0,,,0, false
672,672,1045536,66.0,unknown,unknown,no,False,3,2,151,True,149.99,B, false,True,75.79,752.75,75.0,0.0,0.29,1.265,-0.0158,304.07,6.33,0.33,1.880482635,27.50594113,6.33,16,1.0,,,0, true
673,673,1058392,,unknown,unknown,unknown,False,1,1,390,True,,G, true,False,38.16,257.75,41.68,18.5,0.0,4.325,0.3944,91.64,9.67,1.67,0.492610837,0.694249685,7.67,13,0.0,,,0, true
674,674,1034454,34.0,unknown,unknown,yes,False,7,2,298,True,9.99,A, false,True,37.71,109.75,44.99,0.0,0.0,-0.395,-0.0544,5.06,1.0,0.0,4.69088812,-20.27855539,3.33,22,0.0,,,0, false
675,675,1075755,,unknown,unknown,no,False,10,1,334,True,,D, false,True,85.69,1169.25,58.94,73.0,3.45,-0.245,-0.514,237.24,52.67,30.0,0.939934333,-3.657864679,15.33,11,1.0,,,0, false
676,676,1009941,,unknown,suburban,unknown,False,1,4,474,True,149.99,F, true,False,38.75,182.25,29.99,22.75,0.8,0.995,0.1678,17.44,0.0,0.0,60.88023952,5.719393875,4.33,31,0.0,,,1, true
677,677,1016433,56.0,unknown,town,yes,False,7,1,830,False,,C, false,True,29.99,101.75,29.99,0.0,0.0,-0.795,,30.41,6.33,0.0,2.804117647,-0.13661232199999998,3.0,28,1.67,,,0, true
678,678,1037827,58.0,retired,unknown,yes,True,3,2,232,True,59.99,C, false,True,84.81,907.75,86.6,0.0,0.0,-6.415,0.2118,321.12,11.33,1.0,1.7725,0.003362289,34.33,19,6.33,,,2, true
679,679,1098320,,unknown,suburban,unknown,False,1,1,1284,False,,A, true,False,15.0,40.0,15.0,0.0,0.0,-0.28,,0.0,0.0,0.0,1.378490176,12.405347,0.0,43,0.0,,,0, false
680,680,1028891,,unknown,suburban,unknown,False,1,2,442,True,149.99,E, true,False,54.95,437.0,30.15,56.0,1.1,-7.38,-1.099,173.63,28.33,11.33,2.25859798,-10.36236798,3.0,23,0.67,,,0, true
681,681,1057874,40.0,self-employed,suburban,unknown,False,8,1,500,True,,B, false,False,42.58,109.0,39.99,0.0,12.59,-1.62,-0.2518,4.24,3.33,0.0,2.722854188,-8.383728377999999,6.0,17,2.67,,,0, true
682,682,1099939,28.0,professional,unknown,no,False,3,4,127,True,29.99,B, false,True,57.67,534.67,44.99,64.0,0.0,6.2666,0.8904,28.19,23.33,1.0,0.905522388,-1.87407414,7.67,33,1.0,,,0, true
683,683,1004049,38.0,professional,unknown,no,False,6,2,941,True,29.99,A, false,True,34.48,58.25,34.48,0.0,0.0,0.635,,6.11,1.33,0.0,1.230946882,-8.005639457000001,0.67,39,0.0,,,0, true
684,684,1067525,,unknown,rural,unknown,False,1,1,383,True,,B, true,False,41.76,318.25,39.99,32.5,0.39,-2.285,-0.2354,0.0,0.0,0.0,0.0,16.72809514,0.0,13,0.0,,,0, false
685,685,1058750,40.0,unknown,unknown,no,True,7,2,138,True,29.99,D, false,True,72.13,781.25,59.99,70.5,0.0,-1.145,-0.423,371.8,34.33,15.0,1.01947021,-10.77047331,9.33,13,2.0,,,0, true
686,686,1043448,50.0,homemaker,unknown,no,False,5,1,622,True,,D, true,False,62.98,624.5,59.99,0.0,9.99,-12.49,-0.1998,424.88,7.67,0.67,0.382592593,-3.734366236,6.0,21,0.0,1.0,,0, true
687,687,1028638,30.0,unknown,suburban,no,False,7,1,579,False,,B, false,True,20.17,3.0,19.99,0.0,0.0,-0.02,-0.0036,0.0,0.0,0.0,2.492537313,-22.56616235,0.0,19,0.0,,,0, false
688,688,1010401,42.0,unknown,suburban,yes,True,8,3,545,True,59.99,A, false,True,50.24,158.25,59.99,0.0,0.0,1.515,-0.005,39.79,5.67,2.33,0.5669656670000001,-19.84389337,1.33,34,0.33,1.0,,0, false
689,689,1043897,,unknown,unknown,unknown,False,1,3,507,True,149.99,D, true,False,36.72,139.5,39.99,0.0,0.0,-2.61,-0.0696,10.82,16.67,2.33,0.625701568,3.1113604039999996,3.67,21,0.67,,,0, true
690,690,1010641,68.0,unknown,unknown,no,False,10,2,853,False,29.99,A, false,True,36.17,128.25,29.99,20.5,0.0,0.675,0.0774,20.51,5.67,0.0,0.7721052629999999,-5.750174651,4.0,28,0.0,,,3, false
691,691,1089590,32.0,professional,unknown,yes,False,7,1,216,True,,C, false,True,52.26,372.5,49.99,0.25,0.0,-1.67,0.0352,58.19,16.0,0.67,3.330811375,2.158025749,5.33,7,2.0,,,0, false
692,692,1051245,40.0,unknown,town,yes,False,7,1,381,True,,B, false,True,40.51,235.0,49.99,0.0,0.16,0.3,-0.0104,6.53,1.33,0.0,1.395625,2.500433656,0.33,13,0.0,,,0, false
693,693,1082663,30.0,unknown,rural,unknown,False,6,1,310,True,,B, false,True,30.24,89.5,29.99,0.0,0.0,-0.35,0.0148,11.7,0.0,0.0,0.646054453,-11.35621593,4.33,11,0.0,,,0, false
694,694,1037522,,unknown,unknown,unknown,False,1,2,145,True,29.99,E, true,False,278.49,826.0,33.37,238.75,0.0,1.5,8.1386,77.66,62.33,15.0,0.5772552989999999,2.193846266,14.33,21,11.33,,,0, true
695,695,1071442,64.0,unknown,unknown,no,False,2,1,356,True,,B, false,True,168.07,2973.25,129.99,291.75,1.32,2.155,-0.349,733.88,257.33,127.67,1.611536965,-2.956077555,194.67,12,5.33,,,0, false
696,696,1038788,56.0,unknown,suburban,yes,False,5,1,500,True,,B, false,True,68.93,416.75,69.98,36.0,0.0,2.145,-0.1292,142.69,51.33,45.33,1.018285339,0.987557892,8.0,16,2.33,,,0, true
697,697,1058288,34.0,crafts,unknown,yes,False,7,1,436,True,,B, false,True,50.34,386.75,59.99,0.25,0.0,-1.475,-0.006999999999999999,74.63,23.33,1.67,2.787621073,4.263319489,2.0,15,0.0,,,0, false
698,698,1086940,,unknown,unknown,unknown,False,1,1,353,True,,G, true,False,58.99,705.25,59.99,17.5,2.18,-1.945,-0.0312,295.99,28.33,1.0,1.093536585,8.08512802,13.0,12,4.67,,,0, true
699,699,1088830,,unknown,unknown,unknown,False,1,1,227,True,,B, true,False,90.14,256.0,69.99,74.75,0.0,2.22,1.189,31.62,9.33,2.67,1.731655062,17.77335368,0.33,7,0.0,,,0, false
700,700,1098524,76.0,unknown,unknown,unknown,False,8,2,346,True,29.99,A, false,True,30.18,0.0,30.0,0.0,0.0,0.0,-0.0036,0.0,0.0,0.0,0.0,11.84761739,0.33,34,0.0,,,0, true
701,701,1089868,44.0,unknown,suburban,yes,True,9,1,263,True,,A, false,True,57.14,375.25,29.99,70.0,1.66,0.835,0.3406,83.54,31.33,10.0,2.053997081,2.017233934,5.33,9,0.0,,,0, true
702,702,1096463,,unknown,unknown,unknown,False,1,1,212,True,,B, true,False,62.89,426.75,49.99,43.0,0.0,-6.075,-0.258,51.8,40.33,7.0,0.8867881809999999,-12.29862565,17.33,7,0.0,,,0, true
703,703,1049038,44.0,unknown,suburban,yes,True,10,1,461,True,,B, false,True,31.05,8.75,39.99,0.0,1.06,0.085,0.0634,0.0,0.67,0.0,2.33,-13.52427446,0.33,15,0.0,,,0, true
704,704,1040792,,unknown,unknown,unknown,False,1,2,164,True,149.99,B, true,False,11.99,75.25,11.99,0.0,0.0,-0.785,,3.52,1.67,1.67,3.0,14.99841941,0.67,20,0.0,,,0, true
705,705,1016184,26.0,professional,rural,yes,True,6,5,158,True,79.99,A, false,True,47.01,265.0,39.99,43.0,0.41,-1.36,-0.3194,66.49,24.33,8.33,8.434712084,-0.745984883,13.67,30,3.67,,,0, false
706,706,1026923,,unknown,suburban,unknown,False,1,1,762,True,,B, true,False,124.44,2046.75,84.99,170.75,4.14,1.885,1.139,762.58,40.67,1.33,1.357980296,-16.84671263,16.33,26,11.67,,,0, false
707,707,1081431,,unknown,unknown,unknown,False,1,1,205,False,,B, true,False,30.26,0.25,39.99,0.0,0.0,-0.005,-0.0054,0.0,0.0,0.0,0.33,0.323666574,0.0,7,0.0,,,0, true
708,708,1062069,50.0,professional,suburban,yes,True,10,1,370,True,,B, false,True,153.99,1482.25,159.99,0.0,0.0,2.055,,84.43,7.0,1.33,2.171871158,-5.452427421,13.33,12,0.0,,,0, false
709,709,1075906,26.0,unknown,unknown,yes,True,7,2,131,True,59.99,C, false,True,21.93,447.5,10.0,19.0,0.0,-6.55,-0.1586,115.09,15.67,9.0,1.070588235,-3.917599445,5.0,14,1.0,,,0, true
710,710,1092366,50.0,unknown,unknown,yes,False,2,2,236,True,129.99,B, false,True,40.19,425.0,49.99,0.5,0.0,-0.7,-0.004,50.95,15.0,7.0,2.274975272,4.514337562,2.67,8,1.67,,,0, false
711,711,1013520,50.0,unknown,suburban,yes,False,10,1,460,True,,A, false,True,33.25,214.25,39.99,2.25,0.0,2.095,0.0572,10.88,7.0,1.0,1.8368794330000002,-5.284935891,1.67,32,0.33,1.0,1.0,0, true
712,712,1081353,,unknown,unknown,unknown,False,6,1,374,True,,E, true,True,44.28,171.75,49.99,0.0,0.29,-1.115,-0.0058,56.96,2.33,0.0,0.27852667600000003,10.05283518,9.33,13,0.0,,,2, false
713,713,1041898,42.0,clerical,unknown,unknown,False,7,2,398,False,29.99,C, false,True,51.86,592.75,49.99,6.25,0.0,6.385,0.0926,228.54,26.33,21.0,2.2610843369999998,13.26760163,17.67,19,0.0,,,0, true
714,714,1040207,,unknown,unknown,unknown,False,5,4,135,True,9.99,E, false,True,37.77,327.25,40.07,11.75,0.0,1.235,0.091,63.1,13.67,1.67,1.494478325,4.766818697,8.33,18,8.67,,,0, false
715,715,1033798,44.0,clerical,unknown,no,False,7,2,312,True,129.99,E, false,True,96.09,552.75,50.0,131.75,3.6,10.765,2.4534,30.16,4.67,0.67,0.9508196720000001,-8.136887436,14.67,24,0.67,,,0, true
716,716,1048707,54.0,unknown,suburban,unknown,True,7,3,241,True,9.99,G, false,True,69.28,960.5,54.99,57.25,0.0,1.83,0.1542,338.32,55.33,6.0,0.363305252,-16.34606329,22.0,15,0.0,,,0, true
717,717,1020473,40.0,professional,unknown,no,False,8,3,60,True,149.99,B, false,True,53.95,399.25,59.99,0.0,0.0,-0.885,0.0594,53.26,12.67,1.0,1.26156434,-0.074754363,3.67,24,0.0,,,0, false
718,718,1038271,60.0,crafts,unknown,no,False,2,1,506,True,,A, false,True,55.43,767.25,37.48,58.25,0.1,-4.365,0.037000000000000005,193.03,57.33,23.67,0.813511905,-23.48657224,10.33,17,0.0,,,0, true
719,719,1098629,38.0,unknown,unknown,yes,False,10,2,301,True,29.99,A, false,True,63.72,604.5,50.0,41.0,0.0,3.17,0.6448,132.48,16.33,1.33,3.660646665,3.0852604639999996,11.0,37,0.0,,,0, false
720,720,1001987,,unknown,unknown,unknown,False,1,2,490,True,29.99,C, true,False,66.75,489.25,67.7,11.0,0.0,-0.925,0.1648,130.0,65.0,25.0,2.604739098,-4.881308403999999,14.0,41,2.67,,,2, false
721,721,1017420,52.0,unknown,town,yes,True,8,4,96,True,199.99,D, false,True,128.27,768.5,44.99,209.25,0.0,-8.27,-1.609,178.4,31.33,85.0,1.185262655,1.4483754580000001,9.67,23,1.67,,,0, false
722,722,1051425,58.0,unknown,unknown,unknown,False,5,1,442,True,,B, true,True,41.33,307.75,29.99,19.0,0.0,2.485,0.4102,84.46,1.67,0.0,1.912944245,5.459379919,1.67,15,0.0,,,0, false
723,723,1014805,,unknown,unknown,no,False,10,2,848,True,29.99,D, false,False,30.82,131.0,29.99,2.25,0.0,-1.2,-0.0136,24.42,6.67,0.0,2.9375,4.310342791,1.0,29,0.0,,,0, true
724,724,1040396,,unknown,town,unknown,True,1,1,590,True,,C, true,False,59.38,731.75,49.99,33.25,0.0,2.725,0.4362,120.53,30.33,9.0,2.743243243,2.233344229,19.0,20,6.0,,,0, true
725,725,1034468,58.0,crafts,unknown,yes,False,5,1,610,True,,F, false,True,31.04,79.0,29.99,0.0,0.0,0.96,-0.009000000000000001,12.45,3.33,0.33,1.302727273,-10.41997235,2.67,20,0.0,,,0, false
726,726,1030802,44.0,unknown,suburban,no,False,8,1,632,True,,A, false,True,30.0,39.5,30.0,0.0,0.0,-0.61,,7.89,5.0,0.0,3.25,5.5234893320000005,2.33,21,0.0,,,0, true
727,727,1090388,56.0,professional,town,unknown,True,3,1,319,True,,B, true,True,114.76,1624.75,69.99,154.5,0.0,-0.195,0.4882,528.58,95.0,33.33,0.613658052,1.876836664,22.0,11,9.67,,,0, false
728,728,1035745,54.0,unknown,suburban,unknown,False,5,3,416,True,59.99,E, false,True,207.59,1719.75,85.7,321.75,0.0,13.005,1.1498,530.8,217.67,102.67,1.770246154,-8.24661421,86.67,24,1.33,,,0, false
729,729,1037520,26.0,unknown,suburban,yes,False,4,2,169,True,29.99,C, false,True,81.15,496.5,30.61,136.25,1.27,-1.09,-0.1962,88.26,22.67,5.33,1.285679631,-2.218851654,42.0,19,5.0,,,0, false
730,730,1091953,52.0,professional,suburban,yes,True,7,1,304,True,,E, false,True,31.21,11.75,39.99,0.0,0.98,0.225,0.0734,0.0,0.0,0.0,1.0,-7.425729176,1.0,11,0.0,,,1, true
731,731,1094615,38.0,unknown,unknown,unknown,False,7,1,202,True,,E, false,False,41.14,506.25,38.78,0.0,1.61,2.935,0.0366,122.97,72.0,26.0,0.756064614,-4.028471025,5.0,7,0.33,,,0, false
732,732,1009950,32.0,professional,suburban,yes,True,9,1,935,False,,D, false,True,58.05,409.75,44.99,66.0,0.47,0.185,0.3604,50.66,12.0,0.0,3.315789474,4.01658295,5.67,31,0.0,,,0, false
733,733,1017651,60.0,unknown,unknown,yes,False,7,2,775,True,79.99,A, false,True,34.98,63.25,34.98,0.0,0.0,0.755,,7.69,0.33,0.0,0.23741738699999998,-8.877472882000001,3.0,29,0.0,,,0, false
734,734,1069422,,unknown,unknown,unknown,False,1,1,324,True,,G, true,False,30.95,223.0,34.59,0.0,3.65,-3.76,-1.1512,77.82,58.0,33.67,1.152650602,11.0389695,6.0,11,0.33,,,2, true
735,735,1002465,50.0,professional,unknown,no,True,6,6,290,True,29.99,A, false,True,32.84,569.0,30.0,0.0,0.16,-1.56,-0.0508,0.0,0.0,0.0,0.0,-4.637795122,0.0,38,0.0,,,0, true
736,736,1089764,56.0,unknown,unknown,yes,False,9,1,325,True,,B, true,True,60.51,179.25,79.99,0.5,0.32,1.735,0.031,81.1,6.33,16.0,3.05655527,-0.609890175,0.67,11,0.0,,,0, false
737,737,1053157,,unknown,unknown,unknown,False,1,1,426,False,,E, true,False,50.34,369.5,59.99,9.5,0.0,3.37,0.171,93.61,10.0,1.0,2.276324186,-11.60377043,1.67,14,0.67,,,0, true
738,738,1078795,32.0,unknown,suburban,no,False,8,1,321,True,,C, true,True,45.9,304.0,52.33,0.0,0.0,-2.54,-0.1976,66.32,21.33,4.67,0.564971751,-6.32893967,3.0,11,0.0,,,0, true
739,739,1096675,,unknown,unknown,no,False,2,1,206,True,,G, false,True,52.39,629.0,49.99,31.0,0.0,-6.48,-0.248,357.46,45.0,6.67,1.0049375329999999,10.33663009,38.67,7,0.0,,,0, false
740,740,1009305,,unknown,unknown,unknown,False,1,1,888,True,,A, true,False,31.58,261.25,30.0,3.75,0.0,-1.885,-0.0316,10.36,27.67,0.33,2.028311853,-9.551920846,5.0,29,0.0,,,0, true
