Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
750,1059845,,unknown,unknown,unknown,false,0,3,102,true,39.99,C, true,false,21.85,880.25,10.0,16.0,0.0,-9.865,-0.1324,247.35,81.33,51.33,1.318106555,-5.030595064,7.33,17,2.33,,,0, true
751,1045059,28.0,professional,suburban,no,false,9,1,606,true,,B, false,true,30.73,28.25,29.99,0.0,0.0,-0.565,-0.0146,0.05,0.0,0.0,1.103412616,-7.304497742000001,2.33,20,0.0,,,0, false
752,1042026,54.0,unknown,suburban,no,true,8,4,68,true,129.99,E, false,true,96.97,1237.0,94.99,0.0,0.35,19.3,0.1164,183.5,76.67,16.33,0.665461609,-0.088121243,15.0,15,1.67,,,0, true
753,1010958,,unknown,unknown,no,false,9,1,1012,true,,A, false,true,30.49,30.25,29.99,0.0,0.0,-0.105,0.0098,1.36,4.33,0.0,7.0,-4.276028578,3.0,34,0.0,,,0, false
754,1090327,28.0,unknown,unknown,no,false,9,1,213,true,,B, false,true,58.2,493.0,50.0,26.5,0.0,-5.52,-0.16399999999999998,147.16,20.0,6.67,0.946704963,6.23379475,12.33,7,0.0,,,1, true
755,1058907,,unknown,suburban,unknown,false,0,2,323,true,129.99,B, true,false,56.39,359.25,49.99,20.5,0.0,-1.685,-0.128,40.46,15.0,4.0,0.960696974,3.0208687010000004,1.67,13,0.0,,,0, false
756,1026520,40.0,unknown,unknown,yes,true,6,2,234,true,59.99,B, false,true,51.75,317.5,49.99,0.0,1.27,-0.41,-0.0196,125.4,19.33,3.33,6.218956209,1.470669415,4.67,24,0.0,,,0, true
757,1056179,,unknown,unknown,unknown,false,0,1,403,true,,B, true,false,51.87,278.0,24.43,111.0,0.0,-5.34,-1.0374,40.89,2.67,0.33,1.55922725,-14.24803221,0.33,13,0.67,1.0,,0, true
758,1051153,60.0,unknown,unknown,yes,true,6,1,382,true,,B, false,true,49.47,282.75,49.99,1.0,8.73,1.745,-0.1484,67.1,32.0,0.0,3.931367565,2.312371926,7.33,13,0.33,,,0, true
759,1015226,40.0,professional,suburban,yes,false,5,1,852,true,,A, false,true,25.38,58.5,16.99,16.25,0.0,-0.61,-0.1254,2.37,0.67,3.0,0.454545455,4.86038182,0.33,29,0.0,,,0, false
760,1060610,50.0,professional,unknown,yes,true,3,1,317,true,,D, false,true,30.26,88.75,39.99,0.0,0.0,-0.055,-0.0054,29.98,2.0,0.0,1.181818182,1.4704339730000002,0.67,10,0.0,,,0, true
761,1034418,44.0,unknown,town,no,false,6,2,114,true,79.99,D, false,true,43.15,110.5,52.25,0.0,0.1,-2.21,-1.0954,23.44,5.33,0.33,7.530805687000001,-10.40729429,4.67,20,0.0,,,0, false
762,1081458,58.0,unknown,suburban,no,false,3,1,313,true,,B, false,true,34.99,46.75,44.99,0.0,0.0,-0.015,,0.0,3.33,0.0,1.631911532,-5.700438921,2.67,11,1.0,,,0, true
763,1097476,20.0,clerical,rural,no,true,6,1,185,true,,D, true,true,99.61,984.0,32.41,156.75,0.0,-5.32,0.7678,349.89,74.67,31.67,0.5704697989999999,-3.43083408,14.67,7,2.0,,,0, false
764,1021400,,unknown,unknown,no,false,1,1,662,true,,E, false,true,70.63,461.5,33.82,70.5,0.0,2.93,0.5848,134.34,29.67,16.33,1.718444444,-2.5512433530000003,3.67,22,2.0,,,0, true
765,1076446,50.0,professional,suburban,yes,true,9,1,201,true,,B, false,true,47.18,301.75,10.0,0.0,0.0,-6.035,-0.7436,8.11,12.33,3.33,2.475714286,14.19043502,1.33,7,0.0,,,0, false
766,1044940,38.0,unknown,suburban,no,true,5,3,12,true,149.99,C, false,true,90.3,340.5,79.99,81.25,0.0,0.43,0.4638,88.74,32.33,23.67,0.260727487,20.83321994,2.33,16,0.0,,,0, true
767,1063543,,unknown,unknown,unknown,false,0,1,361,true,,B, true,false,92.14,898.5,94.99,0.0,6.65,-1.55,-0.1154,168.28,16.0,1.0,1.377470945,-13.12846988,12.0,12,1.0,,,0, true
768,1098096,30.0,unknown,unknown,unknown,false,8,2,474,true,29.99,F, false,false,94.38,1330.25,84.99,43.0,0.0,-0.545,-0.2682,459.58,67.33,37.33,2.725146199,19.116541,21.33,42,5.33,,,0, false
769,1043260,46.0,unknown,suburban,unknown,true,9,1,563,false,,A, false,true,30.1,106.25,29.99,0.0,0.0,-1.105,-0.0022,0.0,0.0,0.0,0.0,-11.13734275,0.0,19,0.0,,,0, false
770,1090543,36.0,crafts,rural,yes,false,1,1,211,true,,E, false,true,52.24,457.0,69.99,0.0,0.0,1.04,0.035,82.8,19.67,1.0,2.289599103,7.663201936,10.67,7,0.0,,,0, false
771,1037685,42.0,unknown,unknown,unknown,true,6,2,569,true,59.99,B, false,true,60.91,244.25,69.99,1.25,0.0,0.415,-0.0184,46.98,32.33,10.0,1.96810862,-1.904285003,4.0,19,0.0,,,0, false
772,1011552,,unknown,unknown,unknown,false,0,4,206,true,129.99,A, true,false,92.36,991.0,44.99,182.0,0.0,-19.62,-1.0476,336.67,25.0,9.33,0.988047571,-0.494930695,15.67,31,3.67,,,0, true
773,1093456,,unknown,rural,unknown,false,0,1,224,true,,A, true,false,30.92,307.75,44.99,0.75,2.38,-0.615,-0.0536,27.72,8.33,1.0,1.977418268,-15.74983201,6.33,8,0.33,,,0, true
774,1014068,44.0,self-employed,suburban,yes,false,6,1,765,true,,D, false,true,14.59,34.75,10.0,1.25,0.0,0.405,0.0732,3.56,0.0,0.0,7.154506437999999,-7.523755997,1.0,25,0.0,,,2, false
775,1060719,,unknown,rural,unknown,false,0,1,486,true,,G, true,false,55.11,388.75,59.99,11.5,0.0,3.185,0.236,64.18,11.67,1.33,2.142955897,15.73446246,9.33,16,0.0,,,0, true
776,1079335,,unknown,unknown,unknown,false,0,1,212,true,,G, true,false,40.28,94.75,54.83,0.0,0.0,-0.035,-0.2058,6.68,10.0,2.0,1.076923077,-29.25089631,1.67,7,0.0,,,1, false
777,1070372,36.0,unknown,suburban,unknown,true,6,1,255,true,,E, false,true,33.0,332.25,24.66,43.75,0.0,-5.405,-1.0864,70.18,19.33,14.33,2.013863025,-14.92975521,10.33,8,0.0,,,0, false
778,1024224,42.0,unknown,unknown,no,false,6,1,623,false,,B, false,true,31.0,46.0,29.99,0.0,0.0,0.18,-0.0202,2.73,1.33,0.0,5.367041199,5.331701205,1.67,21,0.0,,,0, true
779,1058568,,unknown,unknown,unknown,false,0,1,496,false,,E, true,false,26.77,54.25,19.99,16.75,0.0,0.215,0.0594,12.44,0.0,0.0,0.333333333,1.5654032180000002,10.0,17,3.33,,,0, true
780,1043412,26.0,unknown,rural,no,false,3,1,454,true,,B, true,true,31.4,90.75,29.99,3.25,0.0,2.045,0.0628,5.54,9.33,0.33,0.499605367,6.472921877999999,1.33,15,0.0,,,0, true
781,1002826,54.0,clerical,unknown,yes,false,6,2,346,true,29.99,A, false,true,33.24,197.25,44.99,0.0,0.0,1.655,,1.32,9.67,1.0,2.407222222,4.646388175,3.0,41,0.0,,,0, false
782,1091822,30.0,unknown,unknown,yes,false,6,1,306,true,,B, false,true,35.82,52.0,34.83,0.0,0.0,0.0,-0.0968,1.03,1.33,0.0,1.0,10.15071974,0.0,11,0.0,,,0, true
783,1009565,46.0,self-employed,suburban,no,false,9,1,945,true,,A, false,true,30.47,2.75,29.99,0.0,0.48,0.045,-0.0096,0.0,0.0,0.0,1.0,6.32345206,0.0,31,0.0,,,2, true
784,1005904,30.0,unknown,unknown,no,true,3,3,829,true,59.99,A, false,true,79.58,600.25,34.99,86.0,0.0,-0.445,0.0436,230.95,29.0,8.67,1.437062656,7.226190605,10.33,38,0.0,,,0, true
785,1086788,64.0,unknown,unknown,yes,false,2,1,246,true,,D, false,true,45.49,34.5,49.99,0.0,0.0,-0.51,0.05,4.06,0.0,0.0,4.263157895,8.105901865,0.67,8,0.0,,,0, false
786,1006145,42.0,professional,town,yes,false,6,2,1109,true,29.99,A, false,true,30.87,0.0,32.49,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-18.65969158,0.0,37,0.0,,,0, false
787,1079737,38.0,unknown,unknown,no,false,5,2,41,true,29.99,B, false,true,35.24,258.75,44.99,0.0,0.0,0.505,-0.005,31.98,25.67,2.33,1.442261747,-12.59171074,15.67,11,0.0,,,0, true
788,1048426,,unknown,unknown,no,false,6,4,151,true,129.99,B, true,true,96.61,642.0,99.99,0.25,2.79,2.6,0.03,81.41,16.33,2.0,2.252297297,-1.112105916,24.67,19,1.33,,,0, false
789,1000063,30.0,unknown,suburban,no,false,6,3,122,true,9.99,C, false,true,91.18,332.75,75.0,0.0,0.0,-0.615,-0.1084,33.21,9.0,4.67,8.62966138,-0.06648470299999999,5.33,50,0.33,,,0, false
790,1084943,48.0,unknown,town,unknown,true,7,1,302,true,,C, false,true,43.32,140.75,53.22,10.75,0.1,4.805,0.0334,7.92,4.67,4.0,1.069583333,-2.101336955,14.33,10,0.0,,,0, false
791,1020423,,unknown,unknown,unknown,false,0,1,783,true,,C, true,false,41.16,198.0,39.91,0.0,0.0,0.6,-0.0234,17.46,6.67,1.33,6.816135084,9.8849526,6.0,26,0.0,,,0, true
792,1026189,46.0,professional,unknown,yes,true,7,2,61,true,29.99,C, false,true,54.48,491.25,44.99,83.25,0.0,-1.005,-0.338,18.3,12.67,2.0,1.22989116,10.09824349,11.67,22,3.67,,,0, true
793,1049230,38.0,professional,unknown,yes,false,6,1,460,true,,B, false,true,75.98,347.25,39.99,123.0,2.2,0.715,-0.3062,55.68,7.33,0.33,3.840271055,4.517104931,1.33,15,0.0,,,0, true
794,1039001,84.0,unknown,suburban,unknown,false,3,1,666,false,,B, true,false,30.49,130.0,29.99,1.25,0.0,1.1,0.03,0.0,0.0,0.0,15.03759398,6.7262130660000015,1.67,22,0.0,,,0, false
795,1078892,72.0,retired,unknown,yes,false,7,1,213,true,,D, false,true,78.55,187.75,54.99,0.0,0.0,2.485,-0.6514,27.68,10.33,5.67,2.2603125,12.54125053,4.67,7,0.0,,,0, false
796,1016119,68.0,unknown,suburban,yes,false,7,3,122,false,9.99,E, false,false,92.99,684.5,50.0,103.5,0.0,-2.81,-0.8004,216.4,58.33,4.0,1.763157895,-15.11802001,7.33,24,1.0,,,0, true
797,1008457,64.0,unknown,rural,yes,false,7,1,1021,false,,A, false,true,30.0,122.0,30.0,0.0,0.0,1.48,,24.04,7.0,0.0,5.9175,-12.43937088,2.33,34,0.0,,,0, false
798,1036444,34.0,crafts,town,yes,true,4,3,516,true,129.99,B, false,true,49.58,330.25,44.99,24.75,2.96,-0.445,-0.2126,90.55,4.33,0.0,1.519230769,0.449561884,4.33,21,0.0,,,0, false
799,1062353,50.0,unknown,unknown,yes,true,4,5,256,true,129.99,C, false,true,137.87,1310.25,62.12,187.25,0.94,-7.405,2.3122,232.21,44.67,3.0,2.9125,-4.686394846000001,8.33,16,10.33,,,0, true
800,1069681,,unknown,suburban,no,false,2,3,53,true,129.99,C, false,true,35.45,114.75,34.71,0.0,0.0,-0.935,-0.5284,12.02,12.33,2.67,1.124648547,-18.90013646,1.67,11,0.33,,,0, true
801,1086120,52.0,unknown,suburban,no,false,2,1,296,true,,F, false,true,41.76,163.0,45.19,0.0,0.0,-1.02,1.2478,45.7,16.0,6.0,1.322580645,-17.43186169,2.33,10,1.33,,,0, false
802,1094091,30.0,unknown,unknown,yes,true,6,2,17,true,149.99,C, false,false,190.82,2447.75,159.99,242.25,0.0,50.425,2.1704,764.88,149.0,102.33,1.10275336,-3.055211626,17.67,8,2.33,,,0, true
803,1081758,50.0,professional,rural,no,true,5,1,313,true,,B, false,true,45.3,84.0,69.99,0.25,0.0,-1.04,-0.8892,0.37,1.33,0.0,2.498127341,-23.06989338,0.0,11,0.0,,,0, true
804,1007601,58.0,unknown,rural,yes,true,6,2,767,true,29.99,A, false,true,51.76,332.75,32.49,70.0,1.28,8.025,1.0962,27.25,40.67,1.67,2.096048457,4.342596732,2.33,37,0.0,,,2, true
805,1026137,48.0,unknown,unknown,unknown,false,7,1,601,true,,B, false,false,90.46,337.25,29.99,164.75,0.0,-4.025,-1.1104,53.79,10.33,0.33,1.207297297,6.342030409,8.0,20,0.0,,,0, true
806,1041376,24.0,unknown,unknown,unknown,false,6,2,115,true,29.99,E, false,false,64.83,745.25,30.0,82.25,0.0,-1.845,0.6702,217.14,56.67,15.0,0.961538462,-2.731369593,9.67,20,3.67,,,3, false
807,1021032,52.0,professional,unknown,yes,false,7,1,728,false,,B, false,true,59.69,512.0,49.99,15.0,0.0,-0.2,-0.0158,40.92,37.0,9.67,3.931305607,-1.518234289,16.0,24,14.0,,,0, true
808,1043345,,unknown,suburban,unknown,false,0,2,34,true,39.99,C, true,false,256.27,1414.25,28.55,251.25,96.3,24.855,7.4492,303.66,18.67,2.67,0.916490011,4.145539576,47.33,15,0.33,,,0, false
809,1059344,,unknown,unknown,unknown,false,0,1,432,true,,G, true,false,71.86,1200.5,52.49,54.75,0.75,-2.49,-0.2782,205.87,36.33,20.33,0.7700308370000001,12.57090073,12.0,15,11.0,,,0, false
810,1011010,60.0,unknown,town,unknown,false,9,3,27,true,29.99,C, false,true,141.76,1332.25,75.0,219.0,0.1,0.295,0.001,302.19,83.0,2.67,5.345087719,-6.468751106,30.33,30,0.67,,,0, false
811,1034152,,unknown,unknown,no,false,7,2,408,true,29.99,E, false,true,81.64,1002.25,63.94,76.25,0.0,6.295,1.1774,103.14,70.33,29.33,1.443880003,7.602882936,27.33,22,2.0,,,0, true
812,1019434,58.0,unknown,unknown,yes,false,9,2,670,true,29.99,D, false,true,79.51,1430.5,60.87,62.0,0.0,8.49,0.9322,279.23,139.33,16.0,0.562992126,-2.485225863,20.0,25,1.67,,,0, false
813,1080079,48.0,professional,town,yes,true,4,1,317,true,,B, true,true,12.03,103.25,10.0,6.75,0.0,0.215,0.1216,5.82,13.0,1.33,0.257861635,-4.855525861,2.67,11,0.0,,,0, true
814,1006610,,unknown,unknown,unknown,false,0,2,608,true,9.99,A, true,false,117.37,1000.75,81.44,124.25,0.0,-11.115,-0.5878,197.01,124.67,26.0,2.287138295,-13.80795133,12.0,33,0.0,,,0, true
815,1091456,50.0,unknown,unknown,yes,true,9,1,309,true,,B, false,true,16.24,123.25,18.55,0.0,0.2,-0.005,-0.1248,41.2,23.33,10.67,0.590115564,-11.70900069,2.67,11,0.0,,,0, false
816,1021333,24.0,professional,suburban,yes,false,6,1,832,false,,C, false,true,34.82,11.67,29.99,0.0,4.83,0.0,,0.0,0.0,0.0,1.67,-13.15622081,0.0,28,0.0,1.0,,0, false
817,1009522,54.0,unknown,unknown,yes,true,3,6,10,true,59.99,A, false,true,80.69,750.25,69.99,50.25,0.0,2.435,0.5624,169.6,20.33,20.67,1.081842105,18.28255719,11.0,35,0.0,,,0, true
818,1014204,50.0,professional,town,yes,false,6,1,762,true,,C, false,true,171.42,914.0,34.98,435.75,4.61,24.5,5.6198,243.9,37.67,6.33,1.212765957,1.959137224,9.33,25,0.0,,,0, true
819,1051111,,unknown,town,unknown,false,0,1,551,true,,C, true,false,68.91,745.25,59.99,33.0,0.0,-1.025,0.1746,98.65,28.67,18.0,1.534972964,-15.08494336,8.33,19,0.0,,,0, true
820,1090988,28.0,unknown,suburban,no,false,6,1,253,true,,C, false,true,51.98,194.25,29.99,55.0,0.0,3.475,1.0636,12.91,3.67,1.33,0.957179487,-8.003529096,9.33,9,0.33,,,0, true
821,1036997,54.0,unknown,suburban,unknown,true,9,1,581,true,,B, false,true,116.22,694.5,49.99,215.0,0.0,1.33,0.3734,180.41,54.0,0.33,0.657675676,13.82549827,24.0,19,0.0,,,0, false
822,1068548,56.0,unknown,suburban,yes,false,5,1,376,true,,C, false,true,9.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.577524488,0.0,13,0.0,,,0, true
823,1087094,34.0,unknown,town,yes,true,6,1,352,true,,B, false,true,41.39,326.5,44.99,6.75,2.26,0.89,-0.128,23.68,25.33,0.0,5.523809524,-8.273803631,25.0,12,0.0,,,3, true
824,1086457,34.0,unknown,unknown,yes,true,6,1,186,true,,E, false,true,30.51,108.5,39.99,0.0,0.0,2.53,-0.0104,14.86,2.0,0.0,1.354375,10.72379529,2.0,6,0.0,,,0, false
825,1000328,58.0,unknown,suburban,yes,false,7,4,160,true,29.99,A, false,true,74.09,456.75,79.99,31.75,1.4,-1.255,-0.282,67.54,10.67,6.67,1.470957614,3.10607215,3.0,52,1.0,,,1, false
826,1077864,,unknown,unknown,unknown,false,0,2,148,true,99.99,C, true,false,87.48,572.0,39.99,140.25,1.22,-2.66,-0.3452,104.49,68.33,23.0,1.995416667,10.2964344,5.33,11,0.0,,,0, false
827,1060686,34.0,unknown,unknown,no,false,6,1,425,true,,B, false,true,10.0,105.0,10.0,0.0,0.0,0.94,,4.31,6.0,2.0,2.323330106,3.502138039,0.67,14,0.0,,,0, false
828,1058531,44.0,professional,unknown,yes,true,9,1,327,true,,B, false,true,29.04,184.75,10.0,53.5,2.39,0.165,0.1692,4.61,20.33,1.33,1.9835,0.076649629,2.0,11,0.0,,,0, false
829,1060675,72.0,unknown,town,yes,false,6,1,379,true,,B, false,false,50.78,51.25,59.99,0.75,0.0,-0.625,-0.0158,2.28,1.0,0.33,1.607717042,-9.660413641,0.0,12,0.0,,,0, true
830,1081057,50.0,unknown,town,unknown,false,8,8,45,true,129.99,B, false,true,259.73,2244.0,243.74,0.0,7.51,-12.6,-1.3168,855.72,129.67,84.0,4.133310345,-6.292452391,24.0,13,0.0,,,0, true
831,1093762,54.0,unknown,suburban,yes,false,4,1,219,true,,C, false,true,50.43,504.0,59.99,0.0,0.2,3.88,-0.0088,106.57,71.0,2.33,0.5155074789999999,-17.36254662,7.0,8,0.33,,,0, false
832,1049435,24.0,unknown,suburban,no,false,7,1,458,true,,B, false,true,37.69,436.0,44.99,0.75,0.0,3.92,-0.033,94.25,17.33,5.0,0.6587516,7.775830905,2.33,15,0.67,,,0, true
833,1073481,26.0,unknown,unknown,unknown,false,7,3,102,true,129.99,E, true,true,96.95,1281.0,84.99,0.0,0.0,-9.72,-0.2396,209.43,37.0,1.67,1.7435102669999998,9.701018422999999,20.67,8,3.67,,,0, false
834,1080856,36.0,unknown,suburban,yes,true,9,1,207,true,,B, false,true,53.91,358.5,47.49,50.25,0.0,-1.55,-0.3784,78.61,9.0,1.33,3.920900102,10.44266222,5.0,7,1.33,,,0, false
835,1082887,,unknown,unknown,unknown,false,0,1,309,false,,F, true,false,113.9,1633.0,75.88,87.75,0.0,11.26,0.7482,286.53,99.67,23.0,0.626900207,9.580328692,54.33,11,13.67,,,0, true
836,1019458,,unknown,unknown,unknown,false,0,2,365,true,29.99,B, true,false,35.88,37.5,44.99,0.0,0.58,0.35,-0.0178,4.13,3.67,1.0,0.434159061,-2.371963385,1.67,23,0.0,1.0,1.0,0, true
837,1078983,50.0,professional,unknown,yes,true,6,2,65,true,149.99,C, false,true,92.2,516.0,49.99,0.0,0.0,0.14,-1.0442,37.3,6.33,2.0,0.698333333,0.813995687,2.67,9,2.0,,,0, false
838,1026686,54.0,unknown,town,yes,false,6,1,595,true,,B, false,true,31.2,23.0,29.99,0.0,0.29,0.04,-0.0242,4.88,0.33,0.67,9.447761194,-10.65235432,1.33,20,0.0,,,0, true
839,1086502,38.0,unknown,unknown,yes,false,3,1,248,true,,D, false,true,43.4,201.75,44.99,0.0,2.19,0.725,0.0814,10.74,27.0,2.67,3.470300061,-17.37369586,2.67,8,2.33,,,0, false
840,1031200,24.0,unknown,suburban,unknown,false,4,1,677,true,,B, false,true,16.36,226.5,20.8,8.75,0.0,-4.53,-0.753,101.52,11.0,0.67,1.541425819,-9.273476616,1.67,23,0.33,,,0, true
841,1035400,28.0,unknown,unknown,no,false,7,1,536,true,,B, false,true,36.2,57.0,34.98,0.0,0.16,-0.08,0.0152,12.52,3.67,0.0,17.29323308,5.887899478,0.67,18,0.0,,,0, true
842,1071694,,unknown,unknown,unknown,false,0,1,355,false,,E, true,false,25.99,304.75,29.51,0.0,0.0,-5.395,-1.2166,79.4,5.67,0.67,1.278336458,17.92081287,1.67,12,8.0,,,0, true
843,1048369,60.0,professional,town,yes,false,9,3,408,true,59.99,B, false,true,10.0,114.75,10.0,0.0,0.0,-0.235,-0.01,0.0,0.0,0.0,0.0,2.648126539,0.0,19,0.0,,,0, false
844,1006639,34.0,unknown,unknown,yes,false,5,5,182,true,99.99,C, true,true,41.89,649.25,49.99,4.75,0.0,0.575,-0.038,194.93,31.0,0.0,1.264075209,-8.737527556,3.0,37,0.0,,,0, false
845,1032931,24.0,professional,suburban,no,false,3,1,625,true,,C, false,true,30.0,35.75,30.0,0.0,0.0,0.945,,0.74,2.33,1.0,1.571428571,-16.5186737,2.0,21,0.0,,,0, false
846,1058824,,unknown,unknown,unknown,false,0,1,495,true,,E, true,false,48.68,81.5,30.0,0.0,18.68,1.59,0.6176,2.59,0.0,0.0,0.6675,-7.537475895,0.33,17,0.0,,,0, false
847,1049825,,unknown,unknown,unknown,false,0,2,189,true,149.99,B, true,false,50.24,161.5,49.99,0.0,0.0,-1.57,-0.005,30.76,10.33,1.67,0.509482027,9.878770934,7.67,17,0.0,,,0, true
848,1021694,42.0,unknown,suburban,unknown,false,6,2,308,true,29.99,D, false,true,77.54,535.0,44.99,111.5,0.0,-1.86,-0.3112,127.38,26.33,8.0,2.146164384,2.885995986,12.33,26,0.0,,,0, false
849,1004386,64.0,unknown,rural,yes,false,7,3,203,true,79.99,C, false,true,45.59,255.25,41.99,34.75,1.13,-1.185,-0.267,37.88,12.0,2.67,6.295675199,6.142252842,13.67,34,0.0,,,0, true
850,1065896,,unknown,suburban,no,false,6,2,340,true,199.99,B, false,true,29.99,203.75,39.99,0.0,0.0,0.685,,0.0,0.0,0.0,0.0,8.373430341,0.0,11,0.0,,,0, false
851,1078392,,unknown,suburban,unknown,false,0,1,277,true,,B, true,false,177.59,1817.25,134.99,112.0,0.52,-8.465,-0.9926,333.05,72.33,18.33,2.449029264,-13.7622899,30.0,9,2.67,,,0, true
852,1070735,60.0,self-employed,suburban,yes,true,6,1,422,true,,C, false,true,30.24,190.75,39.99,0.0,0.0,1.005,0.0148,20.73,8.0,1.33,3.230272266,7.955478601,2.67,14,0.0,,,0, false
853,1019229,58.0,professional,unknown,yes,true,4,4,638,true,9.99,D, false,true,33.88,262.0,32.49,2.0,0.0,-1.04,-0.0276,0.33,0.33,0.0,1.819970487,0.124426014,5.0,23,3.67,,,0, false
854,1066141,48.0,professional,suburban,yes,true,9,1,454,false,,B, false,true,19.99,0.0,19.99,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-5.670944137999999,0.0,15,0.0,,,0, true
855,1025588,,unknown,suburban,unknown,false,0,3,119,true,29.99,C, true,false,50.94,273.75,59.99,0.0,0.0,2.045,-0.019,60.32,29.0,6.67,1.900069236,3.4210252960000003,5.0,20,0.0,,,0, false
856,1010667,26.0,unknown,unknown,no,false,4,1,852,true,,A, false,false,53.43,180.5,29.99,65.5,0.0,-3.61,-0.4688,3.58,13.67,0.0,2.145625,-11.4774186,2.67,28,0.0,1.0,1.0,0, true
857,1016924,54.0,professional,suburban,yes,false,9,1,884,true,,A, false,true,30.0,10.75,30.0,0.0,0.0,-0.055,,2.47,1.67,0.33,1.5,6.775317856,0.67,30,0.0,,,0, false
858,1098113,,unknown,unknown,unknown,false,0,5,405,true,149.99,E, true,false,40.55,212.25,54.99,0.0,0.0,-1.105,0.0888,98.15,18.67,2.33,2.131333005,-15.23038434,2.0,41,0.0,,,0, false
859,1031433,44.0,unknown,unknown,no,true,7,1,672,true,,B, false,true,29.0,27.75,30.0,0.0,0.5,0.745,-0.01,0.0,0.0,0.0,7.67,-0.780170335,0.67,23,0.0,,,0, false
860,1092264,66.0,unknown,rural,yes,false,4,1,300,true,,B, true,false,34.99,225.75,44.99,0.0,0.0,0.225,,41.5,7.33,4.67,1.224521469,9.97526216,4.67,10,0.0,,,0, false
861,1029492,52.0,unknown,suburban,yes,true,2,1,575,true,,E, false,true,52.1,424.25,50.0,5.5,0.0,-1.065,-0.042,69.11,17.67,0.0,1.30825,1.6543019,6.67,19,0.0,,,0, false
862,1084909,52.0,unknown,suburban,yes,false,9,1,256,true,,E, false,true,64.48,1429.0,54.99,32.5,0.0,17.18,0.5698,313.6,75.67,25.67,0.876903804,9.809991621,10.0,8,6.33,,,0, true
863,1056800,,unknown,unknown,unknown,false,0,1,506,true,,B, true,false,15.55,281.25,10.0,18.5,0.0,-0.525,-0.111,80.18,30.67,9.33,1.0245881490000002,7.601015747000001,0.33,17,0.0,,,0, true
864,1094288,,unknown,suburban,unknown,false,0,1,208,true,,E, true,false,35.38,163.25,44.99,0.0,0.39,0.915,0.0234,65.0,26.0,1.0,0.941741917,7.045647286,0.67,7,0.33,,,0, false
865,1018665,44.0,unknown,rural,yes,true,6,2,671,false,29.99,B, false,true,35.63,114.0,29.99,14.5,0.29,1.6,0.301,9.94,3.67,0.0,3.1141868510000004,-12.41898683,5.67,23,0.0,,,0, true
866,1038810,,unknown,unknown,unknown,false,0,1,561,true,,E, true,true,108.43,1063.25,75.0,113.25,1.65,7.435,1.4788,505.04,62.33,15.67,2.315936211,7.521237271,4.33,18,1.33,,,0, false
867,1069489,40.0,unknown,suburban,yes,true,6,1,323,true,,C, false,true,37.9,322.25,39.99,22.5,0.0,3.575,0.451,21.69,2.33,0.0,2.754210526,2.810206312,2.0,11,0.0,,,0, true
868,1069773,32.0,unknown,unknown,unknown,true,1,1,321,true,,B, false,false,30.09,259.25,39.99,0.0,0.1,2.735,-0.002,0.0,0.0,0.0,0.0,-7.448427941,0.0,11,0.0,,,0, true
869,1055447,30.0,clerical,suburban,no,true,4,1,347,false,,B, false,true,33.71,14.0,30.0,0.0,0.0,-0.08,-0.0092,0.0,1.33,0.0,1.0,8.159855027999999,0.33,11,0.0,,,0, false
870,1075756,46.0,unknown,rural,yes,true,5,1,334,true,,E, false,true,52.08,885.25,42.33,0.0,17.01,-14.485,-1.8546,8.15,9.33,0.33,0.7815517240000001,3.027317178,91.67,11,3.33,,,0, true
871,1065496,54.0,unknown,unknown,unknown,false,4,1,351,true,,B, true,true,87.45,1222.5,79.07,61.25,0.0,0.51,-0.3492,0.0,0.0,0.0,0.0,-1.943455681,0.0,12,0.0,,,0, true
872,1057486,42.0,unknown,unknown,yes,true,5,1,441,true,,E, false,true,51.09,490.5,49.99,0.0,0.0,1.45,0.0206,102.55,49.0,0.0,1.654125,-5.009861176,11.33,15,0.0,,,0, false
873,1070440,,unknown,unknown,unknown,false,0,3,202,true,129.99,E, true,false,54.76,542.25,36.28,75.25,0.59,-10.845,-1.7919999999999998,191.1,25.33,3.67,1.184692747,8.824982875,16.33,12,3.0,,,0, true
874,1070097,,unknown,suburban,unknown,false,6,1,365,true,,C, false,true,97.08,675.25,64.99,45.0,0.0,-0.345,-0.1228,41.24,8.0,4.0,0.670359639,-3.916450718,2.67,13,1.33,,,0, true
875,1060895,50.0,unknown,unknown,yes,false,6,1,424,true,,B, false,false,53.99,99.25,59.99,0.0,0.0,0.955,,41.93,3.67,0.0,4.1428571430000005,-1.067138959,0.67,14,0.0,,,0, true
